time,productivity
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-26,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,250.73978
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,258.2838
2016-02-27,245.93837
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-27,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-28,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-02-29,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-01,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,235.09048
2016-03-02,239.86545
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,238.52133
2016-03-02,242.19104
2016-03-02,242.19104
2016-03-02,NA
2016-03-02,225.85196
2016-03-02,228.744
2016-03-02,232.09218
2016-03-02,240.35968
2016-03-02,239.16222
2016-03-02,242.21484
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,243.13953
2016-03-02,244.30878
2016-03-02,242.24823
2016-03-02,NA
2016-03-02,NA
2016-03-02,235.24324
2016-03-02,234.7742
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,232.86328
2016-03-02,229.76259
2016-03-02,229.68054
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,236.61618000000001
2016-03-02,247.90303
2016-03-02,247.90303
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,354.44434
2016-03-02,238.34708
2016-03-02,249.42572
2016-03-02,871.59375
2016-03-02,NA
2016-03-02,432.32138
2016-03-02,236.38806
2016-03-02,253.05385
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-02,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-03,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-04,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-05,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-06,NA
2016-03-07,NA
2016-03-07,248.44798
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,260.10248
2016-03-07,242.47816
2016-03-07,239.15974
2016-03-07,233.7728
2016-03-07,NA
2016-03-07,270.64856
2016-03-07,259.07642
2016-03-07,245.35982
2016-03-07,245.35982
2016-03-07,229.10475
2016-03-07,NA
2016-03-07,279.89545
2016-03-07,276.58987
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,NA
2016-03-07,313.48672
2016-03-07,306.8313
2016-03-07,NA
2016-03-07,NA
2016-03-07,323.57156
2016-03-07,316.4929
2016-03-07,311.35556
2016-03-07,322.16138
2016-03-07,323.6716
2016-03-07,317.20038
2016-03-07,317.20038
2016-03-07,310.24673
2016-03-07,1124.9143
2016-03-07,1011.6707
2016-03-07,462.6339
2016-03-07,318.04935
2016-03-07,312.71878
2016-03-07,1328.6075
2016-03-07,1399.6533
2016-03-07,507.49045
2016-03-07,312.7433
2016-03-07,300.14478
2016-03-07,1396.9119
2016-03-07,1105.2885
2016-03-07,314.18292
2016-03-07,308.2549
2016-03-07,299.83154
2016-03-07,1600.6515
2016-03-07,1161.2238
2016-03-07,343.26334
2016-03-07,313.1009
2016-03-07,312.5385
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-08,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-09,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-10,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,216.96437
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,212.87471
2016-03-11,217.2232
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,220.84105
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,195.2009
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,196.67361
2016-03-11,NA
2016-03-11,239.16017
2016-03-11,237.0832
2016-03-11,236.77895
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,242.4497
2016-03-11,239.02379
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,240.80875
2016-03-11,243.88979
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,247.27017
2016-03-11,247.27019
2016-03-11,223.28256
2016-03-11,239.20581
2016-03-11,251.73087
2016-03-11,256.74176
2016-03-11,256.62805
2016-03-11,283.05823
2016-03-11,238.56053
2016-03-11,253.20117
2016-03-11,258.3264
2016-03-11,247.58371
2016-03-11,NA
2016-03-11,248.01459
2016-03-11,252.70226
2016-03-11,258.76733
2016-03-11,255.80434
2016-03-11,NA
2016-03-11,245.15312
2016-03-11,248.45786
2016-03-11,255.2493
2016-03-11,259.74762
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-11,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-12,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-13,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,237.35124
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-14,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,303.97183
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,256.76068
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,266.74216
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,NA
2016-03-15,206.50063
2016-03-15,197.85028
2016-03-15,200.25938
2016-03-15,187.18155
2016-03-15,240.73969
2016-03-15,213.16817
2016-03-15,196.12627
2016-03-15,192.67831
2016-03-15,188.44136
2016-03-15,221.82484
2016-03-15,202.21178
2016-03-15,193.11443
2016-03-15,186.75822
2016-03-15,181.23524
2016-03-15,221.01727
2016-03-15,201.93758
2016-03-15,193.50426
2016-03-15,184.82536
2016-03-15,178.91386
2016-03-15,202.54869
